raw_aspect,sentence,label,label_id
sunset photo capturing,while i was taking the pic its ai function recognised it as sunset photo capturing,ai_features,1
phone,one of the ghatiya phone i have used,overall,65
mobile,good mobile but battery backup is a little weak,overall,65
battery backup,good mobile but battery backup is a little weak,battery_life,7
phone,"super phone ,slim phone and good luck but battery medium no high level",overall,65
slim phone,"super phone ,slim phone and good luck but battery medium no high level",slimness,88
battery,"super phone ,slim phone and good luck but battery medium no high level",battery,6
phone,"a decent phone,decent pricing❤️",overall,65
pricing,"a decent phone,decent pricing❤️",price,74
camera,everything is best camera 👌 light weight best selfie camera,camera,17
light weight,everything is best camera 👌 light weight best selfie camera,weight,108
selfie camera,everything is best camera 👌 light weight best selfie camera,camera,17
battery backup,battery backup is not good as compared to money,battery_life,7
money,battery backup is not good as compared to money,value_for_money,104
every penny is worthy,every penny is worthy,value_for_money,104
honor phones,super honor phones,brand,10
antutu benchmark,tested antutu benchmark and got score of 155000👌👌 totally unexpected from 3gb ram variant,performance,68
score of 155000,tested antutu benchmark and got score of 155000👌👌 totally unexpected from 3gb ram variant,benchmark_score,8
3gb ram variant,tested antutu benchmark and got score of 155000👌👌 totally unexpected from 3gb ram variant,ram,82
heating issue,no heating issue,heat,52
mobile,osm mobile in this range,phone_type,71
camera,superb mobile camera is good nice looking and good performance but very very worst delivery,camera,17
nice looking,superb mobile camera is good nice looking and good performance but very very worst delivery,design,34
good performance,superb mobile camera is good nice looking and good performance but very very worst delivery,performance,68
budget product,nice budget product,overall_value,66
mobile camera,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,camera,17
mobile display,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,display,37
mobile looking,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,design,34
phone battery,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,battery,6
camera,camera and performance is superb,camera,17
performance,camera and performance is superb,performance,68
light weight,"light weight,slim body,thin bezzle,well display,but camera is avg",weight,108
slim body,"light weight,slim body,thin bezzle,well display,but camera is avg",slimness,88
thin bezzle,"light weight,slim body,thin bezzle,well display,but camera is avg",design,34
well display,"light weight,slim body,thin bezzle,well display,but camera is avg",display,37
camera,"light weight,slim body,thin bezzle,well display,but camera is avg",camera,17
budget phone,good budget phone,value_for_money,104
phone,perfect phone in this price segment,overall,65
price segment,perfect phone in this price segment,price,74
overall,overall its a perfect package,overall,65
phone,the phone is awesome to use,overall,65
value for money,great value for money,value_for_money,104
full hd display,purchased the phone for 7999/- and since it's a full hd display,display,37
price,i give it a thumbs up for the price it's being sold,price,74
camera quality,camera quality good performance awesome,camera,17
performance,camera quality good performance awesome,performance,68
phone for pubg,one of the bast phone for pubg,gaming_performance,47
camera,best phone in terms of camera and battery performance is also good the only thing it has a hybrid slot but it's okay,camera,17
battery performance,best phone in terms of camera and battery performance is also good the only thing it has a hybrid slot but it's okay,battery,6
hybrid slot,best phone in terms of camera and battery performance is also good the only thing it has a hybrid slot but it's okay,sim_card_slot,87
good looking,good looking and good picture quality,design,34
good picture quality,good looking and good picture quality,camera,17
mobile,the mobile is very good,phone_type,71
notification light,it has a notification light which other notch mobiles don't usually have,notification_light,62
processor,"moreover, it's processor is quite good",performance,68
overall,overall a good mobile,overall,65
camera phone,it's a good camera phone,camera,17
looks,good looks &premium in hand,design,34
premium in hand,good looks &premium in hand,build_quality,14
phone,i'm fully seitysfy this phone,overall,65
display,display it so good,display,37
cemara,cemara is a suppar collity,product_quality,78
suppar collity,cemara is a suppar collity,quality,81
pubg,and pubg so much better no any problems,gaming_performance,47
display,"giv me a 5to5 stars for display, 5 to 5 star to cemera",display,37
cemera,"giv me a 5to5 stars for display, 5 to 5 star to cemera",camera,17
battery,5 to 3_4 star battery,battery,6
mobile,super mobile must buy,overall,65
products,products is good,overall,65
9k price rang,9k price rang is good,price,74
phone,its good phone,overall,65
product,"very good product, value for money",value_for_money,104
value for money,"very good product, value for money",value_for_money,104
selfie camera quality,good selfie camera quality and stylish look,camera,17
stylish look,good selfie camera quality and stylish look,design,34
product,it's nice product like it,overall,65
quality display,quality display and shining body,display,37
shining body,quality display and shining body,design,34
battery backup,battery backup only average,battery_life,7
camera performance,camera performance not bad,camera_performance,19
value for money,totally value for money,value_for_money,104
working,working superfine but ram management is worst,performance,68
ram management,working superfine but ram management is worst,ram,82
ram management,one of the worst ram management i have ever faced on any mobile,performance,68
kills the apps,kills the apps within seconds,app_management,3
rest all,rest all are excellent,overall,65
photos,good quality photos,camera,17
selfie,mind blowing selfie,camera,17
phone,best phone in this range,overall,65
work,very good work,overall,65
luks,luks r just premium nd amazing,appearance,5
new emui,the new emui is working like,ui,102
butter nd kirin 710 processor,butter nd kirin 710 processor is providing more than enough power__ this phone is reallly killer,performance,68
power,butter nd kirin 710 processor is providing more than enough power__ this phone is reallly killer,performance,68
this phone,butter nd kirin 710 processor is providing more than enough power__ this phone is reallly killer,overall,65
silicon back covers quality,everything is very good but one thing that disappoints the silicon back covers quality is not good its looking like used product woth many scratches,build_quality,14
scratches,everything is very good but one thing that disappoints the silicon back covers quality is not good its looking like used product woth many scratches,build_quality,14
phone,but only because of the phone i gave 5 star rating,overall,65
battery,battery not good,battery,6
product,not a great product for this budget,overall,65
slow process,"slow process ,file moving and copying is dead slow",performance,68
file moving and copying,"slow process ,file moving and copying is dead slow",performance,68
camera,"camera is outstanding, battery backup is good but ultra power saving mode is excellent features provided by honor",camera,17
battery backup,"camera is outstanding, battery backup is good but ultra power saving mode is excellent features provided by honor",battery_life,7
ultra power saving mode,"camera is outstanding, battery backup is good but ultra power saving mode is excellent features provided by honor",features,44
good finsihed mobile,good finsihed mobile value for money,build_quality,14
value for money,good finsihed mobile value for money,value_for_money,104
in every aspect,"i have mi note 7 also, in front of it, it is low in every aspect",overall,65
u r honour lovers,better option if u r honour lovers,brand,10
sim tray,"i thought the sim tray was defected, because it was very hard to take out, may be because of new paint and all",sim_card_slot,87
mobile,"super mobile,worth of money",overall,65
worth of money,"super mobile,worth of money",value_for_money,104
phn,owesome phn in this price i lubed it,phone_type,71
screen,screen damage in one drop,display,37
phone,best phone but price is too high,price,74
price,best phone but price is too high,price,74
front cam,front cam 10/6back cam,camera,17
back cam,front cam 10/6back cam,camera,17
battery,10/7battery 10/7processer 10/10look 10/10for pub g,battery,6
processer,10/7battery 10/7processer 10/10look 10/10for pub g,performance,68
look,10/7battery 10/7processer 10/10look 10/10for pub g,design,34
pub g,10/7battery 10/7processer 10/10look 10/10for pub g,gaming_performance,47
finger lock,10/10finger lock 10/10face lock 10/10,fingerprint_sensor,45
face lock,10/10finger lock 10/10face lock 10/10,face_unlock,43
phone,"best premium phone compare to mi, asus, realme",phone_type,71
phone,nice phone values of money,overall,65
values of money,nice phone values of money,value_for_money,104
this smartphone,need improvement for this smartphone,overall,65
price segment,best in this price segment,price,74
it,in this range it's the best,overall,65
camera quality,camera quality and screen is 👌👌👌👌👌***** for everyone,camera,17
screen,camera quality and screen is 👌👌👌👌👌***** for everyone,display,37
battery backup,battery backup bad and charger very heated,battery,6
charger,battery backup bad and charger very heated,heat,52
product,amazing product in this price segment,overall,65
price segment,amazing product in this price segment,value_for_money,104
mobile,nice mobile honor 10 lite for price 10000,product_name,77
price,nice mobile honor 10 lite for price 10000,price,74
mobile,very nice mobile,overall,65
camera,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",camera,17
display,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",display,37
kirin 710,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",internal_components,53
price range,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",price,74
phone,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",overall,65
phone,nice phone osm feeling,overall,65
feeling,nice phone osm feeling,material_feel,57
picture quality,awesome picture quality,camera,17
phone,very nice phone honour 10 lite,phone_type,71
cheapest price,in cheapest price you will get all features which are available in many high ranges phone,price,74
all features which are available in many high ranges phone,in cheapest price you will get all features which are available in many high ranges phone,features,44
battery back up,only battery back up slight low,battery_life,7
all,all is well,overall,65
value for money,mobile value for money and the fire,value_for_money,104
good looking,good looking nice performance,design,34
nice performance,good looking nice performance,performance,68
price,best at this price,price,74
value product,not a value product,value_for_money,104
product,superb product 😘😘,overall,65
overheating,phone is overheating and very bad performance,heat,52
very bad performance,phone is overheating and very bad performance,performance,68
low light camera,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",camera,17
touch response,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",touchscreen,101
performance,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",performance,68
got hanged,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",crashing,32
battery,battery is very bad,battery,6
honor product,it doesn't look like an honor product,brand,10
heating problem,too much heating problem,heat,52
money,waste of money,value_for_money,104
quality features,best quality features,features,44
overheating,the worst thing is overheating in little bit use,performance,68
📷,📷 is disgusting 24 mp =2mp i suggest not to buy this product,camera,17
24 mp,📷 is disgusting 24 mp =2mp i suggest not to buy this product,camera,17
2mp,📷 is disgusting 24 mp =2mp i suggest not to buy this product,camera,17
product,good product i like,overall,65
experience,it was a great experience,overall,65
performance,i get this phone for 8000rs that's why it is very very good smartphone for me and its performance and camera qualiti also good,performance,68
camera qualiti,i get this phone for 8000rs that's why it is very very good smartphone for me and its performance and camera qualiti also good,camera,17
it,i get this phone for 8000rs that's why it is very very good smartphone for me and its performance and camera qualiti also good,overall,65
display,display gets damaged just after warranty completion,display,37
side frames,"1 year 1 month, side frames getting bulger and customer care doesn't respond properly",build_quality,14
honor products,don't go for honor products,brand,10
display,display & camera is awesome,display,37
camera,display & camera is awesome,camera,17
performance,performance little bit slower,performance,68
sagement,best in the sagement,segment,84
product,very good product in this price,overall,65
price,very good product in this price,price,74
price,the price of the mobile is good,price,74
product,this is very usedfull product,overall,65
game paly,smooth game paly battry backup ok,gaming_performance,47
battry backup,smooth game paly battry backup ok,battery_life,7
camera,might have some camera issue,camera,17
brand value,but this phone indicate the brand value of huwaai,brand,10
flagship features,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",features,44
optimisation,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",device_optimization,35
battery quality,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",battery,6
hanging,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",crashing,32
issues,"which is a mejor issues in recent realmi,redmi,smrtphones after 1year use",issues,54
long lasted mobile,so if u want long lasted mobile then go blindly for honor😘😘,battery_life,7
value for every penny,value for every penny,value_for_money,104
it,"after 14 months, it automatically stopped working",overall,65
mobile,👌👌👌👌 super mobile,overall,65
phone,one of the worst phone from honor,overall,65
phone,these phone has nothing,phone_type,71
camera,"not have better camera, processor, features,sound quality",camera,17
processor,"not have better camera, processor, features,sound quality",performance,68
features,"not have better camera, processor, features,sound quality",features,44
sound quality,"not have better camera, processor, features,sound quality",sound_quality,93
money,ruined my money,value_for_money,104
build quality,build quality is not very good,build_quality,14
fon,best fon ever i used,phone_type,71
phone,overpower nice phone,overall,65
honor mobile phone,very good nice superb honor mobile phone,phone_type,71
best value for money,i want to buy a 7000 rupee best value for money,value_for_money,104
product,product is wrost mobile has signal problem,overall,65
signal problem,product is wrost mobile has signal problem,signal_strength,86
this product,this product is very good,overall,65
battery,battery drains faster,battery,6
ram management,👎ram management 👎was poor,ram,82
app got reloading,app got reloading,app_issues,2
product,good product 👍,overall,65
phone,"phone is nice, display of all honor phones are always crisp and bright",overall,65
display,"phone is nice, display of all honor phones are always crisp and bright",display,37
battery life,"battery life is average, camera is good, performance is good",battery_life,7
camera,"battery life is average, camera is good, performance is good",camera,17
performance,"battery life is average, camera is good, performance is good",performance,68
value for money,tooo bad not value for money,value_for_money,104
phone,phone is not get started problem in a 1 year so please don't buy this phone bad phone 📱📱😔😔,overall,65
mobile,very smart mobile with all features and also flipkart delivery boy good behave,features,44
features,very smart mobile with all features and also flipkart delivery boy good behave,features,44
price,that price awesome mobile,price,74
mobile,that price awesome mobile,overall,65
looking very nice,looking very nice 👍,design,34
phone,very good phone this price range,overall,65
product,please don't buy this product,overall,65
performance of the phone,performance of the phone is so bad,performance,68
phone,this is totally scam & this is a chinese phone so as a indian we should avoid this phone,phone_type,71
product,please don't by this worthless productbecause this a trash 💩💩💩💩💩💩💩,overall,65
fit for pubg mobile,fit for pubg mobile,gaming_performance,47
budget phone,best budget phone 😍😍😍,budget_category,12
product,very nice product,overall,65
camera,best camera phone under 10000,camera,17
average,not good average,overall,65
slim,so beutiful slim nice i love you inar ashu🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂 ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,slimness,88
phone,the excellent phone at this budget,overall,65
functioning,5 years now and its functioning too good,performance,68
camera,camera is not perfect as i aspect,camera,17
all,that all are good,overall,65
money,worth for money,value_for_money,104
phone,this phone is awesome,overall,65
any department,i used this phone for continously 1 year and there was no problem in any department,overall,65
phone,good phone but chinese,phone_type,71
chinese,good phone but chinese,brand,10
phone performance,phone performance is good,performance,68
hang issue,no hang issue,performance_issues,69
battery backup,battery backup is also very good,battery_life,7
camera,camera is working fine,camera,17
phone display,phone displayis superb,display,37
product,such nice product and it's really value for money,value_for_money,104
value for money,such nice product and it's really value for money,value_for_money,104
product,and its standard product,product_category,75
mobile,good mobile for the price paid,phone_type,71
price,good mobile for the price paid,price,74
mobiles in the price range,one of the good mobiles in the price range,overall_value,66
lag,doesn't lag much for normal use,performance,68
budget constrained,can buy if you are budget constrained,budget_category,12
phone display,my phone display was cracked only taken for few months,display,37
product,it's a good product,overall,65
osm camera,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,camera,17
battery backup,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,battery,6
value money,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,value_for_money,104
best prosscesar,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,performance,68
perfomence,good perfomencelow heateclear neteverything ok,performance,68
heate,good perfomencelow heateclear neteverything ok,heat,52
net,good perfomencelow heateclear neteverything ok,network,61
everything ok,good perfomencelow heateclear neteverything ok,overall,65
overall,"overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",overall,65
price,"overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",price,74
mobile,owesome mobile at this price,phone_type,71
price,owesome mobile at this price,price,74
it,i love it 😘😘😘😘😘,overall,65
performance,"excellent performance after using 8 months, i got honor 10 lite for rs 7199/",performance,68
honor 10 lite,"excellent performance after using 8 months, i got honor 10 lite for rs 7199/",product_name,77
display,display very good at this price segment,display,37
primary camera,primary camera quite good,camera,17
selfie camera,selfie camera awesome,camera,17
bettery performance,bettery performance ok,battery,6
phone,"vary nice phone ,processer vary fast",overall,65
processer,"vary nice phone ,processer vary fast",performance,68
phone,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",overall,65
front camera,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",camera,17
rear camera,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",camera,17
all other things,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",general_features,49
smart phone,good and budget smart phone,phone_type,71
phone,nice phone from honor,phone_type,71
this,completely satisfy with this,overall,65
phone,i bought it for my fatherits really good phone in this pricebattery backup is not satisfied,overall,65
battery backup,i bought it for my fatherits really good phone in this pricebattery backup is not satisfied,battery_life,7
value for money product,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",value_for_money,104
slim,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",slimness,88
latest software updatation,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",software,91
user friendly,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",usability,103
realy good product,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",quality,81
honor ph,honor ph is the best,product_name,77
camera,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,camera,17
colour boosted,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,color_reproduction,26
screen lock imgage,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,display,37
image,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,camera,17
display,display and touch sensor is very poor quality,display,37
touch sensor,display and touch sensor is very poor quality,touchscreen,101
price,best price for the product,price,74
camera quality,"camera quality is awesome and battery is very high, performances is super",camera,17
battery,"camera quality is awesome and battery is very high, performances is super",battery,6
performances,"camera quality is awesome and battery is very high, performances is super",performance,68
value of money,value of money,value_for_money,104
camera quality,best camera quality,camera,17
smartphone,best smartphone this range,phone_type,71
phone,"the best phone i ever used, pubg playing smoothly, no heating even after playing for 2,3 hours",overall,65
pubg playing,"the best phone i ever used, pubg playing smoothly, no heating even after playing for 2,3 hours",gaming_performance,47
heating,"the best phone i ever used, pubg playing smoothly, no heating even after playing for 2,3 hours",heat,52
64gb storage,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",storage,98
32gb phone,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",storage,98
memory,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",storage,98
os,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",storage,98
camera quality,"after the android 10 update camera quality has reduced slightly, but doesnt matter i hope it will be okay in next update",camera_quality,20
product,very good product for normal use,overall,65
mobile phone,such a best mobile phone in this cost,phone_type,71
cost,such a best mobile phone in this cost,value_for_money,104
battery,battery is very hastely draining guys,battery,6
back panel,and the back panel catches dirt very much😣😑,build_quality,14
ph,best ph for parents,phone_type,71
phone,excellent phone in 8000 budgetthankyou flipkart,overall,65
budget,excellent phone in 8000 budgetthankyou flipkart,budget_category,12
phone,affordable phone at affordable rate you can go for it,price,74
affordable rate,affordable phone at affordable rate you can go for it,value_for_money,104
budget product,nice budget product,budget_category,12
cemra,nice cemra the same sunil kumar,camera,17
phone,phone has slowed down a lot,performance,68
mobile phone,very good mobile phone,phone_type,71
performance,not good performance as lower type phone,performance,68
mid range device,best mid range device,device_segment,36
money value,nice this phone by this money value,value_for_money,104
qualityfor camera,best qualityfor camera,camera_quality,20
phone,best phone on this price,overall,65
price,best phone on this price,price,74
working,it is working very well,performance,68
product,it's an amazing product,overall,65
build quality,this mobile is awesome build quality and battery very bad,build_quality,14
battery,this mobile is awesome build quality and battery very bad,battery,6
looking,good looking and camera,design,34
camera,good looking and camera,camera,17
good,good but heating,overall,65
heating,good but heating,heat,52
phone,one of the best phone i ever seen,overall,65
phone,phone is not working after use of 1 month,overall,65
money,better use of money,value_for_money,104
battery,battery is low,battery,6
mobile,good mobile in low budget,overall,65
low budget,good mobile in low budget,price,74
honar phone,best honar phone,overall,65
battery,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,battery,6
camera quality,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,camera_quality,20
graphics,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,graphics,50
heating problem,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,heat,52
hanging problem,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,performance_issues,69
camera quality,good camera quality,camera_quality,20
pubg game in full hd graphic,nyce phonepubg game in full hd graphic no lake,gaming_performance,47
lake,nyce phonepubg game in full hd graphic no lake,gaming_performance,47
device,sophestically budget friendly device,value_for_money,104
smartphone,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,phone_type,71
budget friendly,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,value_for_money,104
battry,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,battery,6
camera,"budged mobile camera,sound,battery wrking good",camera,17
sound,"budged mobile camera,sound,battery wrking good",sound_quality,93
battery,"budged mobile camera,sound,battery wrking good",battery,6
mibile,mind blowing mibile,phone,70
mobile,nice mobile in their budget segment,phone_type,71
budget segment,nice mobile in their budget segment,budget_category,12
product,"as expected awesome product, because m previously using honor mobile,n would expect same for💪👌👍",overall,65
satisfied,i'm very very satisfied,overall,65
mobile,"good mobile for low price,👌",phone_type,71
low price,"good mobile for low price,👌",price,74
working,it was great and working well till datethanks for the same swapan kumar saha,performance,68
signal,some signal problems,signal_strength,86
phone,best phone in low price,phone_type,71
price,best phone in low price,price,74
price,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,price,74
battery backup,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,battery_life,7
looking cool,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,design,34
phone is lightweight,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,weight,108
all,all is okay,overall,65
condition after 3 month while putting the mobile in pocket,condition after 3 month while putting the mobile in pocket,build_quality,14
value for money,value for money in this range,value_for_money,104
value for money,good value for money,value_for_money,104
phone,it's a good phone,overall,65
budget device,its a nice budget device for normal day to day use,budget_category,12
normal day to day use,its a nice budget device for normal day to day use,daily_use,33
phone,good phone based for mony,phone,70
mony,good phone based for mony,value_for_money,104
product,so nice product,overall,65
mobile,mobile is very very very nice but seller pack is very very very bad no safety,phone,70
price range,osum in this price range under 8000,price,74
product item,very good product item,overall,65
battery low,battery low hai best product,battery,6
best product,battery low hai best product,overall,65
it,it's better than vivo and realme phones p,overall,65
display,"display is not good , sound pitch is not good , i suggest everyone before purchasing pls visit nearest shop",display,37
sound pitch,"display is not good , sound pitch is not good , i suggest everyone before purchasing pls visit nearest shop",sound_quality,93
one of the best,one of the best,overall,65
display,display phone under the price of 8k,display,37
smooth performance,"it has smooth performance, and a decent battery for a normal and basic daily usage",performance,68
decent battery,"it has smooth performance, and a decent battery for a normal and basic daily usage",battery,6
selfie camera,best selfie camera ur 8 k,camera,17
phone,very very wonderful phone,overall,65
all feature,all feature best another company phone,general_features,49
mobile phone,in this price range this mobile phone is better in the market than all other but buy on sale time,phone_type,71
price range,in this price range this mobile phone is better in the market than all other but buy on sale time,price,74
value for money,value for money nd nic look performance is also good👌,value_for_money,104
nic look,value for money nd nic look performance is also good👌,design,34
performance,value for money nd nic look performance is also good👌,performance,68
camera,super camera phon this price i like it,camera,17
price,super camera phon this price i like it,price,74
it,it was worth it,overall,65
nonnor 10 lite,nonnor 10 lite almost good but battery back up not good,product_name,77
battery back up,nonnor 10 lite almost good but battery back up not good,battery_life,7
product,nice product so good,overall,65
cons,that's the only cons otherwise it's okay,negative_aspects,60
it's okay,that's the only cons otherwise it's okay,overall,65
over all,over all good,overall,65
mobile,very good mobile nice camera honour 10 lite,phone_type,71
camera,very good mobile nice camera honour 10 lite,camera,17
fhd display,for fhd display,display,37
battery,and a 3400 mah not much but good enough battery,battery,6
phone,best phone honor 10 lite and best price,phone,70
price,best phone honor 10 lite and best price,price,74
cell phone,amazing cell phone,phone,70
display,display broken withinfew weeks,display,37
phone fully dead,phone fully dead within 6months,battery_life,7
mobil value of money,is good mobil value of money,value_for_money,104
phone,"good phone with decent camera, processor is also good",phone,70
camera,"good phone with decent camera, processor is also good",camera,17
processor,"good phone with decent camera, processor is also good",performance,68
honer,excellent honer keep it up,brand,10
camera,camera is having dull quality,camera_quality,20
honor phones,good honor phones flipkart,phone,70
phone,very beautiful phone and working is very good,phone,70
working,very beautiful phone and working is very good,performance,68
camera,very good camera and all fuchars,camera,17
fuchars,very good camera and all fuchars,features,44
product,very good quality product must buy,overall,65
money,superb for this money,value_for_money,104
product,good product awesome,overall,65
mobile,nice mobile good bettry backup osam mobile,phone,70
bettry backup,nice mobile good bettry backup osam mobile,battery_life,7
quality,quality is very good for the price,quality,81
price,quality is very good for the price,price,74
wow,just wow 👌👌👌,overall,65
phone,best phone in this range,phone,70
camera,also again good camera,camera,17
selfie,special for selfie,selfie_camera,85
8000,got it for 8000,price,74
price point,awesome at that price point,price,74
mobile phone,excellent shipping and good quality mobile phone in fkart,phone,70
buy it,buy it without any doubt,overall,65
camera,"camera, battery, display all r superb👌👌👌",camera,17
battery,"camera, battery, display all r superb👌👌👌",battery,6
display,"camera, battery, display all r superb👌👌👌",display,37
product from price,it is a very good product from price,value_for_money,104
camera,superb camera🤟🤟 up up,camera,17
outlook,outlook is awesome apart from that rest is reasonably good,outlook,64
rest,outlook is awesome apart from that rest is reasonably good,overall,65
hanging,my phone is hanging,performance_issues,69
performance,"i like it very well, good performance",performance,68
phone,"amazing phone, love it",overall,65
smartphone,nyc smartphone in this range,phone_type,71
phone,very good phone and very good quality,overall,65
quality,very good phone and very good quality,quality,81
camera,camera is very good,camera,17
picture,very nice picture osm camera best tha 2019 mobile 😘😘😘,camera,17
camera,very nice picture osm camera best tha 2019 mobile 😘😘😘,camera,17
mobile,very nice picture osm camera best tha 2019 mobile 😘😘😘,phone,70
phone,phone is good but we can't able to run 2 apps at a time,phone,70
run 2 apps at a time,phone is good but we can't able to run 2 apps at a time,performance,68
phone,best phone best value,phone,70
value,best phone best value,value_for_money,104
selfie and photo camera,honor 10 lite is perfect selfie and photo camera phone,camera,17
📷 camera,fantastic 📷 camera and looks display is realy,camera,17
looks display,fantastic 📷 camera and looks display is realy,display,37
phone,good phone for the price,phone,70
battery performance,battery performance is not good,battery_life,7
mobile,very nice mobile,phone,70
comfort,"comfort, slim and good, but battery backup should be increase",design,34
slim,"comfort, slim and good, but battery backup should be increase",slimness,88
battery backup,"comfort, slim and good, but battery backup should be increase",battery_life,7
honor 10 lite,honor 10 lite best,product_name,77
phon,lovely phon in small price,phone,70
small price,lovely phon in small price,price,74
battery backup,but battery backup not good,battery_life,7
8000 rs,best in 8000 rs,price,74
all over good according to value,"all over good according to value not best, habg issue when play high graphic games",value_for_money,104
habg issue when play high graphic games,"all over good according to value not best, habg issue when play high graphic games",gaming_performance,47
battery,battery needs improvement,battery,6
smartphone,awesome smartphone in budget,phone_type,71
budget,awesome smartphone in budget,budget_category,12
usage,good for average usage,usability,103
mobile,mobile is good u can purchase it,phone,70
performance,and performance is also well,performance,68
phone,good phone in this price,phone,70
price,good phone in this price,price,74
product,product is very good,overall,65
deal in price,better deal in price but battery mah less,price,74
battery mah,better deal in price but battery mah less,battery,6
phoneworth every penny,very nice phoneworth every penny,value_for_money,104
phone,phone is working,phone,70
good looking slim mobile,"nice one, good looking slim mobile",design,34
overall,all overall good,overall,65
phone,phone is good but delivery very bad,phone,70
value for money,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,value_for_money,104
camera,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,camera,17
battery,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,battery,6
