product,category,rating,review_title,sentence
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,The full hd+ IPS screen can complete with the like of Super Amoled displays on Sams
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Nice phone at a good price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Looks great cam working brilliantly well
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,4 GB RAM make it super fast to use
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Fantastic phone on this price range
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Huawei was always making great phones
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Honor 9N is not an exception
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,The selfie camera is awesome
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,"with some built in touch ups , it is a boon to those who loves to look nice in selfies"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,The build quality is superb
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,The glass body design will be unpleasant to some users
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,But it looks stunningly luxurious
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,In short hundred times worth the money you pay
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,kudos to huawei and thanks to flipkart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Just okay,"camera is worst, it can be improve by software update"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Just okay,"some time touch lacks like in PUBG some time touch doest respond, graphics and looks too gud"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Just okay,display vry sharp and crisp else evey thing is gud
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Happy with is honor phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Super stylish look
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Wonderful,Loved to see always
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Wonderful,it's so slim sleek awesome look
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Wonderful,Didn't expect it that I love it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,2,Bad quality,"Pros: good camara, good performance cons: Very low level battery, fast drying battery is important for mobile so better to update battery performance"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,It is an excellent phone for the price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,I bought it with 4000 discount during the sale
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Build quality is very nice and you would not even feel it's weight
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Most of the time I was asked if I'm holding iPhone x :)
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,After one month of usage I will rating it to 5 star
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,"OVER ALL THE PHONE IS GOOD AND NICENO HEATING ISSUE,BATTERY IS FINE,CAMERA IS GOOD, THE MAIN DRAWBACK IS NOT GIVING EAR PHONES, IF HONOR GIVES EAR PHONES IT BEATS ALL SMART PHONES"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,NICE PHONE I LOVED IT
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,"I was looking for a phone which I can use with one hand, I got attracted to its 5"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,"84"" display with notch design"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Not a gamer so this phone with its specs are more than enough for my daily browsing and multitasking
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Have been using for 2 weeks now and satisfied with it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Positives are good display and camera
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Battery could have been better
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Perfect product!,Not bad though
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Its a delight to hold this phone in hand
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Front cam good for this price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Rear cam also works perfect
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Face id is also butter smooth and opening a full hd screen with a notch
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Sharp pricing is the thing that makes a cracking deal
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,Camera not upto the mark
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,Like the build of it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,Sound isn't great as well
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,All in all good phone for light users
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,"Nice display , good cameras with lot of features & Light weight"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,Battery backup also very good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,Purchase made during Big Billion Day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,Complete value for money and the best mobile in this price range
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,Cameras are better than Mi / Redmi cameras
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,awsome camera at this price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,you can capture beautiful selfies
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,all modes are available for beautiful picture
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,phone looks too beautiful
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,multitasking at its best
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,output audio is too loud
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,decent performance while using earphones
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,full screen display
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,battery cant last for whole day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,you have to carry powerbank everywhere
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,pubg experience is not that much good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,gaming experience should improve
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,It's perfect phone in budget camera battery and performance is fine looks good spacialy color and finishing is ultimate
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,Review about Honor 9N (4GB+64GB) Sapphire Blue mobileI ordered for the above through flipkart and I received my product well in advance before the committed date
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,The packingwas genuine and the product inside the pack is pacca
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,Thanks Flipkart and keep it up
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Worth every penny,Its much good as much as my expectation
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Worth every penny,So guyz trust me its a much good budget phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Worth every penny,Little bitt to improve as battery and camera but overall its excellent
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Wonderful,A good phone in this budget
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Wonderful,"have good camera, battery life, stunning look, good display"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Wonderful,At this budget it feels like a premium one
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Honor 9n just a mobile which i was desire it is amazing & faster mobile
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Camera quality is much batter than others
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,Got this phone for an attractive price in the big billion days
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,The delivery was amazing
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,The look and feel is just awesome
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,Cam quality is good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,I'm getting almost 12+ hrs of battery backup with WiFi or mobile data on
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,The 4GB ram and the Kirin processor gives a steady performance
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,Overall I'm happy with the product
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,It's a good option in the 10 to 15 k price bucket
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Must buy!,a very good phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Must buy!,value for money
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Must buy!,bought it for my father
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Must buy!,he seems to be extremely happy with the phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Must buy!,camera is very good for the price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,very good phone under 12k
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,Camera quality is superb
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,Battery optimization is not so good like all honor or huawei phones
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,will write the detailed review after 1 month of usage
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Worth the money,Pros: Good display
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Worth the money,Good performance for routine activities
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Worth the money,Very good finish
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Worth the money,Look is premium
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Worth the money,Cons: Notch display does not work for most of the apps
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Worth the money,Battery drains early after 2-3 hrs on YouTube
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Pretty good,Display 5/5Camera 5/5Battery 4/5Performance 5/5Full marks for Honor but not for Flipkart this time because I use to get my orders within 3-4 days and this is time Flipkart took almost a week even order was only packed after 4 days of placing date
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Pretty good,If your are looking for a good mobile just go for it as Honor 9N having more than enough specifications in this price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Best value phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,After using for more than 10 days I'm giving the review
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Fingerprint and face unlock are the fastest in the phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Phone performance is amazing
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Best budget phone go for it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Thanks honor for the amazing product and Flipkart for amazing service and delivering it on 2nd day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,A must buy
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,A must buy phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,I ordered it on 12th oct and got it delivered on 14th oct
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,Thanks to flipkart for fast delivery
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,I am using this mobile for the past 6days
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,As such there is no problem
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,Battery backup is excellent( Almost 1day)
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,But it still depends on person to person
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,I am not a gamer so I am using it for normal purpose
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,"From my point of view if u are using it for normal purpose like fb, wa, youtube, photos and videos and other apps and browsing then the batt"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Good buy at this cost
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Design and look is very nice spcly for people like to use it with one hand
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Color luks good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,battery last almost full day with normal usage
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Camera is average
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Overall it s value for money
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,Well result is clear when u compare it to Honor play @19k
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,Like C'mon man Redmi Note5 pro even runs better
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,they say kirin 659 and SD 625 arr similar but believe me 625 chipset on my old Moto G5 plus was far better
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,It even sometimes lags when u play PUBG MOBILE at lowest settings
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,I ONLY APPRECIATE THE DISPLAY NOTHING ELSE
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,"Nice one, amazing outlook, awesome camera"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Thanks Honor to launching best mobile on this price range
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Excellent,Thanks flipkart to giving such a wonderful offer
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Delightful,"Nice phone, good body, excellent camera, battery is OK, other things are fine"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,flipkart is good and phone is also perfect but Ekart service this time also so slow
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,I think flipkart need to change their courier company with good one because being a big brand name so these kind of things not suits you
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,I like camera
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Display is good but battery backup is less
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,And comfortable in hand
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Portrait mode is fantastic
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,Overall value for money
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good quality product,And good delivery thanks flipkart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Honor 9N is premium quality handset
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Although the battery capacity is quite low but overall it is a value for money handset
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Camera quality is also good even low light camera is much better
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,"The only bad side that i noticed is, this phone has hybrid sim slot not a dedicated or triple slot"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,If any one need some extra storage capacity the you can purchase the 128/4 GB vatient
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,THANK YOU FLIPKART 😊
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Very much satisfied with the delivery services and well packed
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,I've been a loyal user of Samsung and lenovo over the years and I'm trying out my hands at Honor
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Honor 9N is everything that a budget conscious consumer can ever ask for
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,God job Flip Kart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,Phone looks nice and premium
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,finger print sensor is working really fast however for using face lock you have to press the power button then pho e recognize your face
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,Dont expect to much from camera it is fine or might i am moving from samsung s6 edge thats why i am not liking it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,rest thigs are fine
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,Hope this will help you
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,very nice phone and best display full Hd and super touch so happy
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Overall happy with this
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Battery is full day with normal usage
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Look is great Nd most of day to day tasks fulfilled but I still feel there are better options available in market now Nd I purchased in 15k
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Honor like a owner nice cell phone look wise very good I am so happy with this
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Worth every penny,Honor 9n good working
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Worth every penny,good camera but battery life is low it will Finnish so early
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Worth every penny,improve battery life then honor will become no 1 mobile company I like honor 9n so much
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,"Excellent slim mobile with best screen display, speed and camera"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Value for money
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,And handy for Palm comfortable holding
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,and good shopping experience with Flipkart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,you can go for this smartphone if you are looking for mass storage and a budget smartphone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,it lacks fast charging
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,also some games are lagging
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,but still a good one
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,must try one
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,Excellent service and excellent quality
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,Display is very smooth and very attractive but size of this mobile phone is smaller than honor 7c that I purchased 2 weeks ago
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,"Battery is OK not good but after using full day where I played PUBG, COC, etc games I need it charge twice a day"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,If you are not interested to play games then battery can use full day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,The rear camera has more features than front camera
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,It does not support quick charging so it takes 1
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Best in the market!,5 hours for fully charge and the most imp
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,I got this mobile 10k best offer
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,I so happy with this
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,Love you flipkart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,A very good sexy cozy and handy mobile
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,It wud hv been more attractive if they had avoided the hybrid sim concept
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific purchase,But a super value phone underpriced
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,"Look wise just WOW, not for heavy gamer, good for camera and selfi lovers, Updated processor would be better (for fast charging and dual 4g support)"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,"And battery wont last full day on heavy usage, so you have to charge twice a day, which take 2"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,5 hrs to charge
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,"And I have doubt if it has gorilla glass or not, so better buy a good tempered and shock proof case"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super!,Rest every thing is cool
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,The honor 9N is amazing
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,& the service of flipkart is also too good I got the phone within 4days of placing the order
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Really Nice,Keep up the good work
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,very good mobile and thanks to flipkart and his team and also very fast delivery
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,this is my first experience in flipkart online shopping thank you sooooooo much and one thing I dint get any reward for this order
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,otherwise everything is good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Just wow!,Camera front is good 2
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Just wow!,Elegent design 3
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Just wow!,Performance is good no lagging
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Just wow!,Battery backup isnt much impressive 2
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Just wow!,Rear camera is just average
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Better camera when compared to other mobiles
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Battery will work for one day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,I got mobile in one day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,Thank you flipkart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Battery backup is not good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Not good for gaming
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,"If u are a camera lover with a fantastic display, purchase it"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super phone!,"I got Honor 9N on billion sale offer for 10,077 /- This phone is too good when it comes to looks and usage"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super phone!,The battery is slightly made a black patch in configuration but I am not a gamer kind of user so for my usage I felt this is a better choice and you can't get better smartphone at this COST
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super phone!,No lags or heating problems
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super phone!,"Thanks, Flipkart for the express fast delivery"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Super phone!,Got it delivered within a day
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Simply awesome,The nice one device made in chennai I like the place of Sri perumbudur industrial estate very famous for this kind of technical manufacturing
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Simply awesome,But I disappointed when it had been thefted no strong secured policy in phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Great product,This mobile is really awesome and worthy camera also Good looking so good
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Elegant design with back glass and notch display
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,Front cam is very nice even in low light
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,"Battery lasts for one day with moderate usage, performance wise very smooth UI, totally worth buying, go for 4gb version"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,premium and beautiful look
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,if u hold this phone in hand people will notice and enquire about it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,processor very fast and responsive
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,camera sharp vivid crisp picture even in low light
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,Apt size easy to hold unlike other mi phones
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,ideally phone should not be so big and so small
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,a perfect size phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,bright display and real led quality phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,battery 3000 mah but it's equall to 4000 mah and last longer
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,i am very happy to buy it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,very good looking phone
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Highly recommended,no brand offers features like
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Overall performance is best at this price
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,"Got 64GB variant in Big Billion Days for 10,900"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,"Display and build quality is top notch compared to other competitors like Redmi Note 5 Pro, Asus Zenfone Max Pro and Real me Me Pro"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,Fits in a hand and a pocket
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Terrific,What else do we minimalists need
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Mind-blowing purchase,nice mobile that's amazing very good working mobile thankyou filpcart to deliver my phone to fast delivery thank you filpcart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,4,Good choice,"honor 9n is too good in this Buzet but battery backup is not good and headphones is not included so little bit disappointed that one ,I call the customer service they speak politely they give me satisfied answer thank-you for helping & giving time for us thank for flipkart"
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,I recieved this phone on 12/10/2018 through flipkart
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,I was using vivo y55
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,Compared to that the difference is only the camera and the internal memory
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,Phone is premium look and no others in this range can beat the hot look
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,And the display also mind blowing
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,The other good things are easy to handle
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,Should be careful with the glass body behind
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,Good things are
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,easy to handle
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,Average sound quality
"Honor 9N (Midnight Black, 64 GB)",Mobiles,3,Decent product,the main drawback is i d
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,👌👌👌I love it
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,😘😘😘I am so happy with this
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,😊😊😊👌👌👌Front and Rear both Camera are great
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,👌👌👌Display and Face Unlock is great
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,👌👌👌👌Both Camera quality best in night
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,👌👌👌👌Thanks seller for fast delivery
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,👌👌👌👌Thanks Flipkart for this Big Billions Day Sale
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Classy product,👌👌👌👌Very Happy to purchase this great mobile with 11999Rs
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,its beautiful mobile
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,this mobile look v
"Honor 9N (Midnight Black, 64 GB)",Mobiles,5,Fabulous!,i like it this mobile
