product,category,rating,review_title,sentence,raw_aspect,initial_canonical_feature,final_canonical_feature,sentiment,match_type,has_feature
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Useless product,Ruined my money,money,value for money,value_for_money,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,Build quality is not very good,Build quality,build quality,build_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Best fon ever I used,fon,overall,phone_type,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Overpower nice phone,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Very good nice superb honor mobile phone,honor mobile phone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,I want to buy a 7000 rupee best value for money,best value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Unsatisfactory,Product is wrost mobile has signal problem,Product,overall,overall,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Unsatisfactory,Product is wrost mobile has signal problem,signal problem,signal strength,signal_strength,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,This product is very good,This product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Slightly disappointed,Battery drains faster,Battery,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Slightly disappointed,👎Ram management 👎was poor,Ram management,performance,ram,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Slightly disappointed,App got reloading,App got reloading,software,app_issues,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,Good Product 👍,Product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Phone is nice, display of all honor phones are always crisp and bright",Phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Phone is nice, display of all honor phones are always crisp and bright",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Battery life is average, camera is good, performance is good",Battery life,battery,battery_life,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Battery life is average, camera is good, performance is good",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Battery life is average, camera is good, performance is good",performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Utterly Disappointed,Tooo bad not value for money,value for money,value for money,value_for_money,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Moderate,Phone is not get started problem in a 1 year so please don't buy this phone bad phone 📱📱😔😔,Phone,overall,overall,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Very smart mobile with all features and also flipkart delivery boy good behave,mobile,overall,features,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Very smart mobile with all features and also flipkart delivery boy good behave,features,features,features,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,That price awesome mobile,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,That price awesome mobile,mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Looking very nice 👍,Looking very nice,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Very good phone this price range,phone,overall,overall,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Waste of money!,Please don't buy this product,product,overall,overall,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Waste of money!,Performance of the phone is so bad,Performance of the phone,performance,performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Waste of money!,This is totally scam & this is a Chinese phone so as a indian we should avoid this phone,phone,overall,phone_type,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Worthless,Please don't by this worthless productBecause this a trash 💩💩💩💩💩💩💩,product,overall,overall,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,Fit for pubg mobile,Fit for pubg mobile,gaming performance,gaming_performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Best budget phone 😍😍😍,budget phone,value for money,budget_category,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Very nice product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,best camera phone under 10000,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,Not good average,average,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,So beutiful slim nice i love you inar Ashu🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂 ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,slim,design,slimness,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,The excellent phone at this budget,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,5 years now and its functioning too good,functioning,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Fair,Camera is not perfect as i aspect,Camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Fair,That all are good,all,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Worth for money,money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,This phone is awesome,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,I used this phone for continously 1 year and there was no problem in any department,any department,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Good phone but Chinese,phone,overall,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Good phone but Chinese,Chinese,brand,brand,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Phone performance is good,Phone performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,No hang issue,hang issue,performance,performance_issues,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Battery backup is also very good,Battery backup,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Camera is working fine,Camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Phone displayis superb,Phone display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Such nice product and it's really value for money,product,overall,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Such nice product and it's really value for money,value for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,And its standard product,product,overall,product_category,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Good mobile for the price paid,mobile,overall,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Good mobile for the price paid,price,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,One of the good mobiles in the price range,mobiles in the price range,value for money,overall_value,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Camera is good,Camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Doesn't lag much for normal use,lag,performance,performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Can buy if you are budget constrained,budget constrained,value for money,budget_category,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,My phone display was cracked only taken for few months,phone display,display,display,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,It's a good product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Best mobile Osm camera and battery backup is wonderfull value money to Best Prosscesar in Mobile,Osm camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Best mobile Osm camera and battery backup is wonderfull value money to Best Prosscesar in Mobile,battery backup,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Best mobile Osm camera and battery backup is wonderfull value money to Best Prosscesar in Mobile,value money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Best mobile Osm camera and battery backup is wonderfull value money to Best Prosscesar in Mobile,Best Prosscesar,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Good perfomenceLow heateClear netEverything ok,perfomence,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Good perfomenceLow heateClear netEverything ok,heate,heat,heat,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Good perfomenceLow heateClear netEverything ok,net,network,network,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,Good perfomenceLow heateClear netEverything ok,Everything ok,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"Overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",Overall,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"Overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"Overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,owesome mobile at this price,mobile,overall,phone_type,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,owesome mobile at this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,i love it 😘😘😘😘😘,it,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"Excellent performance after using 8 months, i got honor 10 lite for rs 7199/",performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"Excellent performance after using 8 months, i got honor 10 lite for rs 7199/",Honor 10 Lite,overall,product_name,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Very nice product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Display very good at this price segment,Display,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Primary camera quite good,Primary camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Selfie camera awesome,Selfie camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Bettery performance ok,Bettery performance,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"Vary nice phone ,processer vary fast",phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"Vary nice phone ,processer vary fast",processer,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,"Phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",Phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,"Phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",front camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,"Phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",rear camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,"Phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",all other things,overall,general_features,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,Good and budget smart phone,smart phone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Nice phone from honor,phone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,completely satisfy with this,this,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,I bought it for my fatherIts really good phone in this priceBattery backup is not satisfied,phone,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,I bought it for my fatherIts really good phone in this priceBattery backup is not satisfied,Battery backup,battery,battery_life,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",Value for money product,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",slim,design,slimness,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",latest software updatation,software,software,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",user friendly,ui,usability,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",realy good product,overall,quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Honor ph is the best,Honor ph,overall,product_name,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,colour boosted,camera,color_reproduction,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,screen lock imgage,camera,display,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,image,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Useless product,Display and touch sensor is very poor quality,Display,display,display,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Useless product,Display and touch sensor is very poor quality,touch sensor,touchscreen,touchscreen,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,best price for the product,price,price,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"camera quality is awesome and battery is very high, performances is super",camera quality,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"camera quality is awesome and battery is very high, performances is super",battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"camera quality is awesome and battery is very high, performances is super",performances,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Value of money,Value of money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,best camera quality,camera quality,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Best smartphone this range,smartphone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"The best phone i ever used, Pubg playing smoothly, no heating even after playing for 2,3 hours",phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"The best phone i ever used, Pubg playing smoothly, no heating even after playing for 2,3 hours",Pubg playing,gaming performance,gaming_performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"The best phone i ever used, Pubg playing smoothly, no heating even after playing for 2,3 hours",heating,heat,heat,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",64gb storage,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",32gb phone,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",memory,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",os,software,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,"after the android 10 update camera quality has reduced slightly, but doesnt matter i hope it will be okay in next update",camera quality,camera,camera_quality,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Very good product for normal use,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Such a best mobile phone in this cost,mobile phone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Such a best mobile phone in this cost,cost,price,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Absolute rubbish!,BATTERY is very hastely draining guys,BATTERY,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Absolute rubbish!,and the back panel catches dirt very much😣😑,back panel,build quality,build_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,best ph for parents,ph,overall,phone_type,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Excellent phone in 8000 budgetThankyou Flipkart,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Excellent phone in 8000 budgetThankyou Flipkart,budget,price,budget_category,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Affordable phone at affordable rate you can go for it,phone,overall,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Affordable phone at affordable rate you can go for it,affordable rate,price,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Nice budget product,budget product,value for money,budget_category,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Nice cemra the same sunil kumar,cemra,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Phone has slowed down a lot,Phone,performance,performance,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Very good mobile phone,mobile phone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Could be way better,Not good performance as lower type phone,performance,performance,performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,best mid range device,mid range device,value for money,device_segment,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Nice,Nice this phone by this money value,money value,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Best qualityfor camera,qualityfor camera,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Best phone on this price,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Best phone on this price,price,price,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,It is working very well,working,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,It's an amazing product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Very Nice phone,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,this mobile is awesome build quality and battery very bad,build quality,build quality,build_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,this mobile is awesome build quality and battery very bad,battery,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Good looking and camera,looking,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Good looking and camera,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,Worth for money,money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,Good but heating,Good,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,Good but heating,heating,heat,heat,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,One of the best phone I ever seen,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Not recommended at all,Phone is not working after use of 1 month,Phone,overall,overall,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,better use of money,money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Battery is low,Battery,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Good mobile in low budget,mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Good mobile in low budget,low budget,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Best Honar Phone,Honar Phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,After using this phone for 8 months Best battery Best camera qualityNice graphics No heating problem No hanging problem,battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,After using this phone for 8 months Best battery Best camera qualityNice graphics No heating problem No hanging problem,camera quality,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,After using this phone for 8 months Best battery Best camera qualityNice graphics No heating problem No hanging problem,graphics,display,graphics,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,After using this phone for 8 months Best battery Best camera qualityNice graphics No heating problem No hanging problem,heating problem,heat,heat,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,After using this phone for 8 months Best battery Best camera qualityNice graphics No heating problem No hanging problem,hanging problem,performance,performance_issues,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,Good camera quality,camera quality,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,value for money,value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Nyce phonePubg game in full hd graphic No lake,Pubg game in full hd graphic,gaming performance,gaming_performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Nyce phonePubg game in full hd graphic No lake,lake,performance,gaming_performance,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Worth the money,sophestically budget friendly device,device,overall,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,smartphone,overall,phone_type,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,budget friendly,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,battry,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,"Budged mobile camera,sound,battery wrking good",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,"Budged mobile camera,sound,battery wrking good",sound,sound quality,sound_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,"Budged mobile camera,sound,battery wrking good",battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Mind blowing mibile,mibile,overall,phone,positive,new,True
